"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[24570]","CONVERGENT MARGIN","IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE U1439","HOLE U1439C","28.4075","28.4075","142.609","142.609","SAE","-3129","-3129","s_352-U1439C-44R-1-W 78/81 [24570]","BONINITE [24570]","","","","","","","","","VOL","534.28","534.28","","","WR [24570] ","54.49","0.33","","14.29","","","","7.95","5.94","13.44","0.12","","0.61","2.77","0.06","5.37","","","","0.15","","","","","","","","","","","9.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1979904",
"[24570]","CONVERGENT MARGIN","IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE U1439","HOLE U1439C","28.4075","28.4075","142.609","142.609","SAE","-3129","-3129","s_352-U1439C-45R-1-W 9/13 [24570]","BONINITE [24570]","","","","","","","","","VOL","540.89","540.89","","","WR [24570] ","56.29","0.48","","16.43","","","","7.72","5.2","9.21","0.12","","1.66","2.8","0.08","4.22","","","","0.17","","","","","","","","","","","8.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1979905",
"[24570]","CONVERGENT MARGIN","IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE U1442","HOLE U1442A","28.4096","28.4096","142.6223","142.6223","SAQ","-3162","-3162","s_352-U1442A-13R-1-W 4/10 [24570]","BONINITE [24570]","","","","","","","","","VOL","110.94","110.94","","","WR [24570] ","60.01","0.18","","11.81","","","","7.9","6.9","10.25","0.15","","0.81","1.95","0.05","2.74","","","","0.08","","","","","","","","","","","4.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1979907",
"[24570]","CONVERGENT MARGIN","IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE U1442","HOLE U1442A","28.4096","28.4096","142.6223","142.6223","SAQ","-3162","-3162","s_352-U1442A-15R-1-W 70/75 [24570]","BONINITE [24570]","","","","","","","","","VOL","119.4","119.4","","","WR [24570] ","55.03","0.15","","10.95","","","","8.04","8.21","15.71","0.16","","0.42","1.28","0.04","1.69","","","","0.62","","","","","","","","","","","3.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1979908",
"[24570]","CONVERGENT MARGIN","IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE U1442","HOLE U1442A","28.4096","28.4096","142.6223","142.6223","SAQ","-3162","-3162","s_352-U1442A-23R-1-W 99/103 [24570]","BONINITE [24570]","","","","","","","","","VOL","189.69","189.69","","","WR [24570] ","53.16","0.16","","12.38","","","","8.78","8.59","13.79","0.14","","0.94","1.99","0.07","2.83","","","","0.63","","","","","","","","","","","6.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1979911",
"[24570]","CONVERGENT MARGIN","IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE U1442","HOLE U1442A","28.4096","28.4096","142.6223","142.6223","SAQ","-3162","-3162","s_352-U1442A-23R-2-W 30/35 [24570]","BONINITE [24570]","","","","","","","","","VOL","190.46","190.46","","","WR [24570] ","57.13","0.22","","12.61","","","","7.94","6.66","11.91","0.18","","1.17","2.14","0.04","5.71","","","","0.1","","","","","","","","","","","10.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1979912",
"[24570]","CONVERGENT MARGIN","IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE U1442","HOLE U1442A","28.4096","28.4096","142.6223","142.6223","SAQ","-3162","-3162","s_352-U1442A-25R-1-W 80/87 [24570]","BONINITE [24570]","","","","","","","","","VOL","208.9","208.9","","","WR [24570] ","57.85","0.24","","13.27","","","","7.46","9.11","9.35","0.14","","0.5","2.04","0.04","2.59","","","","0.07","","","","","","","","","","","6.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1979913",
"[24570]","CONVERGENT MARGIN","IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE U1442","HOLE U1442A","28.4096","28.4096","142.6223","142.6223","SAQ","-3162","-3162","s_352-U1442A-28R-1-W 10/14-GODA [24570]","BONINITE [24570]","","","","","","","","","VOL","237.5","237.5","","","WR [24570] ","57.54","0.19","","11.24","","","","7.77","6.87","13.85","0.15","","0.63","1.72","0.04","","","","","","","","","","","","","","","","4.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1979914",
"[24570]","CONVERGENT MARGIN","IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE U1442","HOLE U1442A","28.4096","28.4096","142.6223","142.6223","SAQ","-3162","-3162","s_352-U1442A-30R-2-W 21/27 [24570]","BONINITE [24570]","","","","","","","","","VOL","258.44","258.44","","","WR [24570] ","54.61","0.3","","13.22","","","","7.4","12.48","9.18","0.15","","0.51","2.09","0.05","3.15","","","","1.79","","","","","","","","","","","11.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1979915",
"[24570]","CONVERGENT MARGIN","IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE U1442","HOLE U1442A","28.4096","28.4096","142.6223","142.6223","SAQ","-3162","-3162","s_352-U1442A-30R-3-W 133/136 [24570]","BONINITE [24570]","","","","","","","","","VOL","260.32","260.32","","","WR [24570] ","52.54","0.34","","16.32","","","","7.22","12.29","8.74","0.14","","0.31","2.05","0.05","1.72","","","","0.14","","","","","","","","","","","6.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1979916",
"[24570]","CONVERGENT MARGIN","IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE U1442","HOLE U1442A","28.4096","28.4096","142.6223","142.6223","SAQ","-3162","-3162","s_352-U1442A-31R-2-W 5/12 [24570]","BONINITE [24570]","","","","","","","","","VOL","267.71","267.71","","","WR [24570] ","55.01","0.45","","17.76","","","","7.26","10.04","5.61","0.12","","0.61","3.06","0.09","1.31","","","","0.11","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1979917",
"[24570]","CONVERGENT MARGIN","IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE U1442","HOLE U1442A","28.4096","28.4096","142.6223","142.6223","SAQ","-3162","-3162","s_352-U1442A-32R-1-W 39/44-GODA [24570]","BONINITE [24570]","","","","","","","","","VOL","276.69","276.69","","","WR [24570] ","54.73","0.45","","16.4","","","","8.08","10.6","6.97","0.14","","0.29","2.28","0.06","","","","","","","","","","","","","","","","2.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1979918",
"[24570]","CONVERGENT MARGIN","IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE U1442","HOLE U1442A","28.4096","28.4096","142.6223","142.6223","SAQ","-3162","-3162","s_352-U1442A-34R-1-W 63/66 [24570]","BONINITE [24570]","","","","","","","","","VOL","296.43","296.43","","","WR [24570] ","59.88","0.3","","14.18","","","","7.17","8.58","6.56","0.12","","0.5","2.64","0.07","1.79","","","","0.17","","","","","","","","","","","4.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1979919",
"[24570]","CONVERGENT MARGIN","IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE U1442","HOLE U1442A","28.4096","28.4096","142.6223","142.6223","SAQ","-3162","-3162","s_352-U1442A-35R-1-W 51/55 [24570]","BONINITE [24570]","","","","","","","","","VOL","306.01","306.01","","","WR [24570] ","56.86","0.34","","15.5","","","","6.79","10.07","7.09","0.13","","0.46","2.7","0.07","1.74","","","","0.08","","","","","","","","","","","2.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1979920",
"[24570]","CONVERGENT MARGIN","IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE U1442","HOLE U1442A","28.4096","28.4096","142.6223","142.6223","SAQ","-3162","-3162","s_352-U1442A-36R-2-W 17/22 [24570]","BONINITE [24570]","","","","","","","","","VOL","316.5","316.5","","","WR [24570] ","54.48","0.37","","15.46","","","","7.46","11.29","8.6","0.13","","0.14","2.01","0.07","2.32","","","","0.37","","","","","","","","","","","4.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1979921",
"[24570]","CONVERGENT MARGIN","IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE U1442","HOLE U1442A","28.4096","28.4096","142.6223","142.6223","SAQ","-3162","-3162","s_352-U1442A-37R-1-W 98/103 [24570]","BONINITE [24570]","","","","","","","","","VOL","326.08","326.08","","","WR [24570] ","63.18","0.24","","14.62","","","","6.19","7.31","4.71","0.06","","0.68","2.94","0.05","1.76","","","","0.08","","","","","","","","","","","2.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1979922",
"[24570]","CONVERGENT MARGIN","IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE U1442","HOLE U1442A","28.4096","28.4096","142.6223","142.6223","SAQ","-3162","-3162","s_352-U1442A-38R-1-W 32/38 [24570]","BONINITE [24570]","","","","","","","","","VOL","335.12","335.12","","","WR [24570] ","57.6","0.39","","15.83","","","","6.6","9.44","6.86","0.08","","0.34","2.79","0.07","1.96","","","","0.13","","","","","","","","","","","3.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1979923",
"[24570]","CONVERGENT MARGIN","IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE U1442","HOLE U1442A","28.4096","28.4096","142.6223","142.6223","SAQ","-3162","-3162","s_352-U1442A-40R-1-W 4/9 [24570]","BONINITE [24570]","","","","","","","","","VOL","354.34","354.34","","","WR [24570] ","57.64","0.39","","15.82","","","","6.83","9.9","5.92","0.09","","0.52","2.83","0.06","1.72","","","","0.07","","","","","","","","","","","2.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1979925",
"[24570]","CONVERGENT MARGIN","IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE U1442","HOLE U1442A","28.4096","28.4096","142.6223","142.6223","SAQ","-3162","-3162","s_352-U1442A-43R-1-W 4/7 [24570]","BONINITE [24570]","","","","","","","","","VOL","383.54","383.54","","","WR [24570] ","63.45","0.5","","15.76","","","","6.18","6.65","2.61","0.05","","0.84","3.87","0.1","1.37","","","","0.08","","","","","","","","","","","2.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1979927",
"[24570]","CONVERGENT MARGIN","IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE U1442","HOLE U1442A","28.4096","28.4096","142.6223","142.6223","SAQ","-3162","-3162","s_352-U1442A-43R-1-W 67/72 [24570]","BONINITE [24570]","","","","","","","","","VOL","384.17","384.17","","","WR [24570] ","63.06","0.49","","16.04","","","","6.27","6.77","2.79","0.05","","0.74","3.7","0.09","1.37","","","","0.1","","","","","","","","","","","2.67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1979928",
"[24570]","CONVERGENT MARGIN","IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE U1442","HOLE U1442A","28.4096","28.4096","142.6223","142.6223","SAQ","-3162","-3162","s_352-U1442A-45R-1-W 36/42-GODA [24570]","BONINITE [24570]","","","","","","","","","VOL","403.46","403.46","","","WR [24570] ","54.74","0.35","","16.25","","","","7.47","10.64","7.82","0.13","","0.18","2.35","0.07","","","","","","","","","","","","","","","","1.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1979929",
"[24570]","CONVERGENT MARGIN","IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE U1442","HOLE U1442A","28.4096","28.4096","142.6223","142.6223","SAQ","-3162","-3162","s_352-U1442A-46R-1-W 29/33-GODA [24570]","BONINITE [24570]","","","","","","","","","VOL","413.09","413.09","","","WR [24570] ","58.02","0.38","","16.68","","","","6.86","8.95","6.07","0.12","","0.4","2.46","0.06","","","","","","","","","","","","","","","","3.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1979930",
"[24570]","CONVERGENT MARGIN","IZU-BONIN ARC / IZU-BONIN FORE-ARC / SITE U1442","HOLE U1442A","28.4096","28.4096","142.6223","142.6223","SAQ","-3162","-3162","s_352-U1442A-48R-1-W 87/92-GODA [24570]","BONINITE [24570]","","","","","","","","","VOL","433.17","433.17","","","WR [24570] ","57.28","0.36","","15.55","","","","7.34","8.05","8.52","0.12","","0.51","2.2","0.06","","","","","","","","","","","","","","","","5.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1979932",
